Software Key,CVSS Score,Attack from Where?,User Interaction,Privilege,Confidentiality Metric,Integrity Metric,Availability Metric,Exploitability,Mitigation Plan?
18,6.4,Network,Low,None,Partial,Partial,None,Unproven,1
18,6.4,Network,Low,None,Partial,Partial,None,Unproven,1
18,6.4,Network,Low,None,Partial,Partial,None,Unproven,1
18,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
18,4.8,Adjacent,Low,None,Partial,Partial,None,Unproven,1
18,5.5,Network,Low,Single,Partial,Partial,None,Unproven,1
18,6.4,Network,Low,None,Partial,Partial,None,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,5,Network,Low,None,None,None,Partial,Unproven,1
18,6.4,Network,Low,None,Partial,Partial,None,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
18,6,Local,High,Single,Complete,Complete,Complete,Unproven,1
18,5.5,Network,Low,Single,Partial,Partial,None,Unproven,1
18,2.7,Adjacent,Low,Single,Partial,None,None,Unproven,1
18,7.5,Network,Low,None,Partial,Partial,Partial,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,7.5,Network,Low,None,Partial,Partial,Partial,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,4.3,Network,Medium,None,None,Partial,None,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,4.3,Network,Medium,None,None,Partial,None,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,6.4,Network,Low,None,Partial,Partial,None,Unproven,1
18,6.4,Network,Low,None,Partial,Partial,None,Unproven,1
18,6.4,Network,Low,None,Partial,Partial,None,Unproven,1
18,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
18,4.8,Adjacent,Low,None,Partial,Partial,None,Unproven,1
18,5.5,Network,Low,Single,Partial,Partial,None,Unproven,1
18,6.4,Network,Low,None,Partial,Partial,None,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,5,Network,Low,None,None,None,Partial,Unproven,1
18,6.4,Network,Low,None,Partial,Partial,None,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
18,6,Local,High,Single,Complete,Complete,Complete,Unproven,1
18,5.5,Network,Low,Single,Partial,Partial,None,Unproven,1
18,2.7,Adjacent,Low,Single,Partial,None,None,Unproven,1
18,7.5,Network,Low,None,Partial,Partial,Partial,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,7.5,Network,Low,None,Partial,Partial,Partial,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,4.3,Network,Medium,None,None,Partial,None,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,4.3,Network,Medium,None,None,Partial,None,Unproven,1
7,2.7,Adjacent,Low,Single,None,None,Partial,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,2
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,2
13,2.1,Local,Low,None,None,Partial,None,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,0
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,0
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,0
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,2
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,2.1,Local,Low,None,None,Partial,None,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,2
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,2
13,2.1,Local,Low,None,None,Partial,None,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,0
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,2
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,0
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,0
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,0
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,2
13,2.1,Local,Low,None,None,Partial,None,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,0
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,0
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,0
13,3.5,Network,Medium,Single,Partial,None,None,Unproven,0
13,8.3,Adjacent,Low,None,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,None,Partial,None,Unproven,0
13,10,Network,Low,None,Complete,Complete,Complete,High,0
13,2.6,Network,High,None,Partial,None,None,Unproven,0
13,10,Network,Low,None,Complete,Complete,Complete,Functional,0
13,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,0
13,4.3,Adjacent,High,None,Partial,Partial,Partial,Proof-of-Concept,0
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,5,Network,Low,None,None,Partial,None,Functional,0
13,1.7,Local,Low,Single,None,None,Partial,Unproven,0
13,10,Network,Low,None,Complete,Complete,Complete,Proof-of-Concept,0
13,7.7,Adjacent,Low,Single,Complete,Complete,Complete,Proof-of-Concept,0
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,0
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,2
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,0
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,2
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,2.1,Local,Low,None,None,Partial,None,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,2
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,2
13,2.1,Local,Low,None,None,Partial,None,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,0
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,2
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,2
13,2.1,Local,Low,None,None,Partial,None,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,2
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,2
13,2.1,Local,Low,None,None,Partial,None,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,2
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Functional,1
11,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,2
11,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,2
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,2
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,2
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,2
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5,Network,Low,None,None,Partial,None,Unproven,1
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,2
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,2
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,1
13,1.7,Local,Low,Single,None,Partial,None,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Functional,1
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,2
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,2
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,2
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,2
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5,Network,Low,None,None,Partial,None,Unproven,1
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,2.1,Local,Low,None,None,Partial,None,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,2
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,10,Network,Low,None,Complete,Complete,Complete,Functional,2
13,5,Network,Low,None,None,Partial,None,Unproven,1
13,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
13,6.8,Adjacent,High,None,Complete,Complete,Complete,Unproven,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Proof-of-Concept,1
13,5,Network,Low,None,Partial,None,None,Proof-of-Concept,1
13,5.4,Adjacent,Medium,None,Partial,Partial,Partial,Proof-of-Concept,1
13,6.8,Local,Low,Single,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
13,10,Network,Low,None,Complete,Complete,Complete,Functional,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,2
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,2
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,2
18,6.6,Local,Medium,Single,Complete,Complete,Complete,Unproven,2
18,7.5,Network,Low,None,Partial,Partial,Partial,Unproven,2
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,2
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,2
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,2
18,6.6,Local,Medium,Single,Complete,Complete,Complete,Unproven,2
18,7.5,Network,Low,None,Partial,Partial,Partial,Unproven,2
18,7.5,Network,Low,None,Partial,Partial,Partial,Unproven,2
18,7.5,Network,Low,None,Partial,Partial,Partial,Unproven,2
18,7.5,Network,Low,None,Partial,Partial,Partial,Unproven,2
18,7.5,Network,Low,None,Partial,Partial,Partial,Unproven,2
17,9.3,Network,Medium,None,Complete,Complete,Complete,Unproven,1
17,9.3,Network,Medium,None,Complete,Complete,Complete,Unproven,1
17,9.3,Network,Medium,None,Complete,Complete,Complete,Unproven,1
18,9.3,Network,Medium,None,Complete,Complete,Complete,Unproven,1
18,9.3,Network,Medium,None,Complete,Complete,Complete,Unproven,1
18,9.3,Network,Medium,None,Complete,Complete,Complete,Unproven,1
18,9.3,Network,Medium,None,Complete,Complete,Complete,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
18,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
18,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
18,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
18,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
18,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
18,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
18,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
18,6.8,Local,Low,Single,Complete,Complete,Complete,Unproven,1
18,4.3,Adjacent,High,None,Partial,Partial,Partial,Unproven,1
18,4.3,Adjacent,High,None,Partial,Partial,Partial,Unproven,1
18,4.3,Adjacent,High,None,Partial,Partial,Partial,Unproven,1
18,4.3,Adjacent,High,None,Partial,Partial,Partial,Unproven,1
18,4.3,Adjacent,High,None,Partial,Partial,Partial,Unproven,1
18,4.3,Adjacent,High,None,Partial,Partial,Partial,Unproven,1
18,4.3,Adjacent,High,None,Partial,Partial,Partial,Unproven,1
18,4.3,Adjacent,High,None,Partial,Partial,Partial,Unproven,1
18,10,Network,Low,None,Complete,Complete,Complete,Unproven,1
